id,title,employer,salary,gender,years_exp,Location,duties,comments,employer_clean,base_salary_clean,sal_flag,years_exp_clean,location_clean,title_category,geonix
852,Editor and reporter,KQED,"100,000",cis hetero male/white,45,San Francisco Bay Area,"Reporting, writing, editing and producing digital and broadcast news and features, with many associated tasks.","Nov. 1972: $110/week as metro daily ""copy boy"" ($34,635/yr in inflated 2019 dollars)
Nov. 1982: $1110/month as wire editor for small-town daily paper ($34,663)
Nov. 1992: $58,000/yr (max, w/OT) asst. city editor at metro daily ($105,113)
Nov. 2002: $122,000/yr as news managing editor for cable TV channel ($173,173)
Nov. 2012: $85,500/yr as public radio news editor ($95,844)",,100000,,45,San Francisco,Reporter/Editor,
853,Segment Producer,Pilgrim Media,$1800/week,Female Latina,20,"Los Angeles, CA","Pitch stories, pre-interview, vendor outreach, trade outs, shoot outlines, schedules","Associate producer $1750/week, writer/producer $2000/week",,$1800/week,,20,"Los Angeles, CA",Producer,
854,Video Producer,PBS,72000,Female,5,"Washington, DC","scripting, reporting, and producing short form digital documentaries with a photographer/video editor.","65000, video producer",,72000,,5,"Washington, DC",Producer,
,Reporter,The Morning Call,"$47,000 ",White female,12,Allentown,,,The Morning Call,47000,,12,"Allentown, PA",Reporter,
,State beat reporter,Gannett,"$65,000 ",White female (cis/het),9,Arizona,"Cover governor, state agencies, legislative issues and the state Supreme Court. Specifically, report/research; develop sources and story ideas; write breaking, daily, mid-term and enterprise stories; get scoops; lead state budget coverage; serve as backup legislative reporter; work elections and provide politics coverage during election lead-up; do regular radio/TV/podcast appearances; maintain advance obituaries for political figures; request and review public records; monitor social media of relevant persons; maintain consistent social media presence; among other responsibilities.","City beat reporter $34k (hourly...raises ranged from 2-6%)
Topical beat reporter $40k (hourly)
Topical beat reporter + part-time breaking news editor $45k
State beat reporter $58k (2 raises)",Gannett,65000,,9,Arizona,Beat Reporter,
,,,,,,,,,,,,,,,
,Producer,Meredith Corporation,"$68,000 ",White male,15,Atlanta,Primary producer for assigned early-evening news broadcasts,,Meredith,68000,,15,Atlanta,Producer,
,Reporter,NPR affiliate,"52,000",White male,3,Atlanta,"Beat reporter: web, audio, reporter radio features, interviews with hosts, etc.",,NPR affiliate,52000,,3,Atlanta,Reporter,
,Senior reporter,Atlanta Journal-Constitution,"$97,000 ",Asian American,28,Atlanta,Columnist,,Atlanta Journal-Constitution,97000,,28,Atlanta,Senior Reporter,
,Associate Strategist,Khoros,"$50,000 ",CIS Female / POC,4,"Austin, Texas","Leading project teams, handling customer comms, managing social brands and working on strategic playbooks and deliverables.","$45,000 / Social Media Coordinator",Khoros,50000,,4,"Austin, Texas",Associate Strategist,
,,,,,,,,,,,,,,,
,Reporter,NPR Affiliate,"$52,500 ",white female,5,Baltimore,report breaking news and enterprise story for radio and web,"temp reporter at NPR, $70,000
temp reporter at WAMU, $51,000
temp producer at NPR, $45,000
intern at WNYC, $12 a freakin day (they have since begun to pay interns)",NPR Affiliate,52500,,5,Baltimore,Reporter,
,Reporter,Baltimore Sun Media,"~$30,000",Cis-het-white,3,Baltimore,Suburban reporting,"$44,000 at a DC industry publication",Baltimore Sun,30000,,3,Baltimore,Reporter,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Associate Producer,NPR affiliate,"$45,000 ",cis white female,3,Boston,"Produce a weekly two-part local news program from start to finish. Duties include but not limited to: Generating ideas for segments, booking, social media, managing interns, writing scripts, pulling archival tape for interviews, writing promos, filing invoices for regular contributors and writing show weekly newsletter.",44k as a contract news assistant at NPR National.,NPR affiliate,45000,,3,Boston,Producer,
,"Reporter, multi-media journalist",Gatehouse Media - Wicked Local,"$30,000 ",cis female,6,Greater Boston,"Report and write stories, work on graphics, take photos, and do multi-media videos and keep a strong social media presence daily working for a paper in a suburb of Boston.","$48,000, editor, elsewhere",Gatehouse Media,30000,,6,Boston,Reporter,
,Reporter,A technology magazine,"$70,000 ",cis Asian-American woman,3,Boston,"Reporting and writing for online, newsletter, and print; some data & interactive work",,A technology magazine,70000,,3,Boston,Reporter,
,Columnist,Boston Globe,37500,Lesbian black transgender female,9,Boston,Daily column,,Boston Globe,37500,,9,Boston,Columnist,
,Reporter,Boston Globe,"$95,000 ",White male,16,Boston,Reporter covering a major news beat.,"95,000. Beat reporter at a different large-market daily newspaper.",Boston Globe,95000,,16,Boston,Reporter,
,Graphic Designer and Social Media Contributor,BJBSJ,"< $30,000",White cisgender male,1,Boston,Create artwork for website and social media,"Fantasy Football Writer, Lowell Sun ($20,000/yr); Statistician, Upper Deck ($25,000)",BJBSJ,30000,,1,Boston,Graphics Reporter,
,Podcast Sidekick and Honorary Producer,Barstool Sports,"$25,000 + merchandise bonus",White cis blind male,2,Boston,"Submit topics for show, laugh at podcast host's jokes, make prank phone calls, and occasionally cry.","Marketing and Events Assistant / Entercom / $35,000); Podcast host / Entercom / unpaid",Barstool Sports,25000,,2,Boston,Host,
,Multiplatform editor,Boston Globe,"$84,000 ",Cis white woman,5,"Boston, MA","Copy editing, headline writing, web production (adding photos, related links, etc), social media, newsletters, push alerts, some webpage layout. My job is on the express desk (our breaking news operation), so it’s more of a hybrid role than the folks on the print side.","Copy editor (print only), max $71,000 with 3 years’ experience",Boston Globe,84000,,5,"Boston, MA",Editor,
,Journalism Teacher,High School,"$56,000 ","Male, White",7,"Boston, MA",Teaching high students how to produce media and broadcasting content.,"News Photographer, $65,000",High School,56000,,7,"Boston, MA",Teacher,
,Reporter,Brooklyn Eagle,"57,000",cis white male,2,Brooklyn,writing multiple stories per day as well as long form pieces covering the borough of Brooklyn,reporter at other NYC publication,Brooklyn Eagle,57000,,2,Brooklyn,Reporter,
,Reporter,Brooklyn Eagle,"$50,000 ",POC/Latina/Female,4,Brooklyn,"Pitching, writing local news stories about the people and politics of Brooklyn","Senior Editor, reporter, intern",Brooklyn Eagle,50000,,4,Brooklyn,Reporter,
,Reporter,Brooklyn Eagle,"54,000",cis white female,7,Brooklyn,,Previous experience in Brooklyn news,Brooklyn Eagle,54000,,7,Brooklyn,Reporter,
,Staff Writer,VICE,"66,000",Asian Mixed Race Woman,2,Brooklyn,"Write 3-6 articles/wk on my beat, including blogs, longer investigations, scoops, podcasts",,VICE,66000,,2,Brooklyn,Reporter,
,"34,500",amNewYork(Schneps Media),"34,500",Cis white/latina female,2,"Brooklyn, New York",Write and take photographs for amNewYork and The Villager,Previously a freelancer in NYC,Schneps Media,34500,,2,"Brooklyn, New York",,
,Audience and Growth Manager,Brooklyn Eagle,"$65,000 ",Cis white woman,6,"Brooklyn, NY",,,Brooklyn Eagle,65000,,6,"Brooklyn, NY",Audience/Social Editor,
,Producer,Gimlet / Spotify,"$85,000 ",White,4,"Brooklyn, NY",,,Gimlet,85000,,4,"Brooklyn, NY",Producer,
,Photo Editor,Blink.la,48000,White cis female,4,"Brooklyn, NY","Curate travel, editorial and archival photos for projects for Google",Freelance Photographer/Waitress/Translator - making much less,Blink.la,48000,,4,"Brooklyn, NY",Photo Editor,
,,,,,,,,,,,,,,,
,Reporter,NPR Member Station,"$35,000 ",white cis woman,3.5,"Buffalo, NY","Pitching, reporting and producing everything from breaking news to feature stories for radio and digital (combination of general assignment and beat reporting)",Intern at WNYC ($13/hour),NPR Member Station,35000,,3.5,"Buffalo, NY",Reporter,
,Photographer,Gannett,"46,000",hispanic,10,California,photography,,Gannett,46000,,10,California,Photojournalist,
,Mid-Level Reporter,Non-Profit News (don't want to say which),"98,000 + 20% 401K contribution","cishet woman, POC",9,California,business beat,"All positions included bonuses ranging from $3K-8K, depending on company's performance.
HuffPost: Senior Health Editor/Reporter: 74K (2018)
HuffPost: Senior Health Editor/Reporter: 60K (after unionizing, bumped up to 70K)
HuffPost: Health Editor/Reporter: 52K
HuffPost: Assoc. News Editor: 40K
HuffPost starting salary: 35K (2011)",Non-profit,98000,,9,California,Reporter,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Staff writer,Charleston City Paper,"$27,500 ",Gay Black/Hispanic male,,Charleston,"Cover all relevant news, politics, and current events across South Carolina",,Charleston City Paper,27500,,,Charleston,Reporter,
,Reporter,Chattanooga Times Free Press,"42,000",cis white female,5,"Chattanooga, Tennessee","Beat coverage of fourth largest metro area and school district and regional coverage of education in North Georgia, North Alabama, Southeast Tennessee.

Encouraged to shoot photos, newsletter curation, occasional magazine pieces/whole newsroom projects",5 years experiences includes 2 years of grad school,Chattanooga Times Free Press,42000,,5,"Chattanooga, Tennessee",Reporter,
,Motion Graphics designer,Self Employed,"$110,00/yr",Male,18,"Chevy Chase, Maryland, USA",2D and 3D motion graphics design for TV and web,"Started around 26k/yr, last full time salary was approx 90k plus Health Ins and 3 weeks vacation.",Self Employed,110000,,18,"Chevy Chase, Maryland, USA",Designer/Developer,
,Reporter,ProPublica Illinois,"$70,000 ",cis POC female,12,Chicago,Investigative reporter,"Starting salary at ProPublica Illinos in 2017 was $60K. Prior to that: $48k-$51K at nonprofit online magazines, Catalyst Chicago and Chicago Reporter (2014-2017); $41-$50K at el Nuevo Herald (Miami) (2010-2013); around $37-$40K at Yakima (Wash.) Herald-Republic (2008-2010)",ProPublica,70000,,12,Chicago,Reporter,
,Assistant digital editor,Tribune Publishing,"$35,000 ",white genderqueer,1,Chicago,"Social media, pitching and editing digital stories, also pitching long-form features for monthly print magazine",,Tribune Publishing,35000,,1,Chicago,Deputy Editor,
,Social Media Manager,"Britannica, Inc.","$51,000 ",Cis-Het White Female,13,Chicago,"Community management, content management, budgeting and management of paid content, editorial calendars, day-to-day posting, blogging, video script composition, graphic design, news judgement, copy editing, social media strategy, light video editing, analytics reporting, video production...","I got a 2% ""raise"" after two years at current position. Company instituted 401k match for the first time a couple months ago. Previous: Social Media Manager @ [Satire Website] ($38k/year), Social Media Specialist/Copywriter @ [Marketing Firm] ($15/hr). Before that, years of freelance/unpaid hell post Master's Degree.","Britannica, Inc.",51000,,13,Chicago,Audience/Social Editor,
,Photographer,"Prefer not to say, sorry",89050,Male,39,Chicago,Everything,,"Prefer not to say, sorry",89050,,39,Chicago,Photojournalist,
,Reporter,Nonprofit newsroom,"$58,000 ",cis white female,5,Chicago,"Investigative reporting, plus daily and enterprise work when needed",,Non-profit,58000,,5,Chicago,Reporter,
,Reporting Fellow,ProPublica Illinois,"$39,000 ",Cis POC female,4.5,Chicago,"Reporting, including data (Fellowships typically last 1 year)","Experience includes internships/fellowships. Previously producer/reporter at WBEZ ($56,000, started at $52K), includes raises+unionized",ProPublica,39000,,4.5,Chicago,Fellow,
,Senior Reporter,Adams Publishing Group,"$21,840 ",Male/Caucasion,5,"Circleville, Ohio","General Reporting, community editor","staff reporter, 20,800",Adams Publishing Group,21840,,5,"Circleville, Ohio",Senior Reporter,
,,,,,,,,,,,,,,,
,Writer,Freelance,"$125,000 ",Male/White,18,Colorado,"Source leads, edit photos and video, write and proof copy.",Always freelance,Freelance,125000,,18,Colorado,Reporter,
